L,environment_id,environment_seed,samples,replica_1_mean,replica_2_mean,mean_height,conditional_variance,replica_1_variance,replica_2_variance,replica_1_ess,replica_2_ess,start_gap,standardized_start_gap,minimum_pair_swap_acceptance,target_exchange_acceptance
12,22,1616447192872175378,2000,0.048,0.12,0.08399999999999999,3.207011505752876,3.4073996998499267,3.0911455727863912,1075.0195311174232,978.9594689993959,-0.072,0.905162884394383,NaN,NaN
12,23,18348853420619562968,2000,-0.028,-0.004,-0.016,3.001212606303154,2.8806563281640827,3.2015847923961958,1247.6052239876597,1061.0392991849237,-0.024,0.3288488017085272,NaN,NaN
12,24,2910113216660649232,2000,0.042,-0.08,-0.019,2.9100130065032497,3.239855927963983,2.8750375187593837,994.7222422210325,943.9495775352635,0.122,1.5367141787740988,NaN,NaN
12,25,16858280412049254353,2000,-0.052,0.09,0.019,3.0274317158579285,3.1348634317158544,3.0254127063531797,1106.8701152091778,1163.77031640608,-0.142,1.9267012483527306,NaN,NaN
12,26,10761097507061452229,2000,0.084,0.052,0.068,3.3451605802901425,2.938413206603304,3.5830875437718817,1222.4197410489103,1087.0874133341215,0.03200000000000001,0.42385736559955545,NaN,NaN
12,27,16307921827375949509,2000,-0.086,0.04,-0.022999999999999996,3.293708854427214,3.346277138569286,3.1199599799899937,1125.063123261845,935.2606709211609,-0.126,1.5861638417377424,NaN,NaN
12,28,14866291761001657847,2000,-0.084,0.022,-0.031000000000000003,3.2480060030015014,3.306597298649327,3.2251285642821417,1263.7042386243916,1170.9745416548215,-0.10600000000000001,1.4463909021212096,NaN,NaN
12,29,2236010450720756553,2000,0.046,-0.04,0.002999999999999999,3.1298669334667366,2.9993836918459245,3.135967983991995,1054.5145398868651,1070.2023223226365,0.086,1.131717710047495,NaN,NaN
12,30,650569980642789394,2000,-0.13,-0.028,-0.079,3.032314157078538,3.176688344172087,3.024728364182092,1191.5219224216057,1168.894536725351,-0.10200000000000001,1.4072300222809826,NaN,NaN
12,31,6734160000150537883,2000,0.046,-0.062,-0.008,3.139737868934465,3.351559779889946,2.9016068034016977,836.8918348639266,1259.278172953811,0.108,1.3597062864150602,NaN,NaN
12,32,18354407743586815410,2000,0.014,0.05,0.032,3.0648844422211132,3.2254167083541754,2.950975487743871,1143.8363806640618,1147.029928458885,-0.036000000000000004,0.49023698264836574,NaN,NaN
12,33,11357725358346340980,2000,0.054,0.02,0.037,3.26105252626313,3.1106393196598296,3.1371685842921484,1049.1535499588272,1095.4608387423293,0.034,0.4453416754576654,NaN,NaN
12,34,5613950836599448321,2000,-0.012,-0.082,-0.047,3.091095547773889,3.2014567283641857,3.074813406703351,959.403996022633,1066.905455022888,0.07,0.8876479106343212,NaN,NaN
