L,environment_id,environment_seed,exact_mean,mcmc_mean,mcmc_minus_exact_mean,estimated_mcmc_mean_standard_error,standardized_mean_error,zero_standard_error_inconsistent,exact_conditional_variance,mcmc_conditional_variance,mcmc_minus_exact_conditional_variance,extremal_start_gap,standardized_extremal_start_gap,minimum_chain_ess,minimum_pair_swap_acceptance,target_exchange_acceptance
4,27,17889244232879818449,0.15161558464270936,0.14,-0.011615584642709342,0.023462579020797274,-0.49506853583373195,false,0.8007746008815844,0.6081760880440213,-0.19259851283756302,0.015999999999999986,0.3409684840233794,513.3799662462221,0.676,0.9106666666666666
4,28,17072475270947425444,-0.5616522909700897,-0.468,0.0936522909700897,0.04123184238441473,2.2713583860004625,false,1.9311867526677864,1.7800900450225101,-0.15109670764527627,-0.16000000000000003,1.9402480067259693,460.46667187807714,0.726,0.9326666666666666
4,29,17476600774852222741,-4.159180458085561e-5,0.0,4.159180458085561e-5,0.0,NaN,true,0.0003232579272803479,0.0,-0.0003232579272803479,0.0,0.0,2000.0,0.7406666666666667,0.9286666666666666
4,30,5473965845889900357,-0.04097865362981312,-0.044,-0.0030213463701868754,0.007645400125012127,-0.3951848589719277,false,0.2172103938685614,0.20002801400700332,-0.017182379861558073,0.012000000000000004,0.7847856098951375,1589.9907210277092,0.6366666666666667,0.9346666666666666
4,31,13662635848785027660,-2.9686824528412705,-3.0359999999999996,-0.06731754715872906,0.05241190073990433,-1.2843943113758545,false,3.065649841804059,3.06456428214107,-0.0010855596629890663,0.04400000000000004,0.4197519969591581,434.63526128072886,0.7533333333333333,0.9153333333333333
4,32,5422221135230760691,0.34344698271187024,0.364,0.02055301728812975,0.037520987090375345,0.5477738962097264,false,1.2558554951230811,1.3591115557778892,0.10325606065480808,0.055999999999999994,0.7462490241143572,433.67557090358616,0.7053333333333334,0.9326666666666666
4,33,6814908267184620058,-0.013862886382474921,-0.012,0.0018628863824749209,0.0034591881983343647,0.5385328220568977,false,0.056178423431795764,0.04799199599799894,-0.008186427433796821,0.008,1.156340670312775,2000.0,0.7206666666666667,0.9373333333333334
4,34,16694903392383252157,0.03251403495636912,0.023,-0.00951403495636912,0.009400600094731726,-1.0120667681312139,false,0.2818621028746006,0.24410405202601335,-0.03775805084858727,0.005999999999999998,0.31912856304580556,1304.9592295022776,0.8073333333333333,0.93
4,35,8903134147633345453,0.48770943488798046,0.56,0.07229056511201959,0.06125520552656772,1.180153825141695,false,1.7130530426727142,1.9467013506753377,0.23364830800262348,0.11199999999999999,0.9142080174020732,209.5197562666738,0.674,0.916
4,36,16212047813180901266,-0.05195406053881807,-0.052000000000000005,-4.5939461181934704e-5,0.010009501039288904,-0.004589585534944741,false,0.20572970778751865,0.20807203601800897,0.002342328230490326,-0.008,0.3996203191646972,794.7454562225255,0.7326666666666667,0.918
4,37,600516735026697915,0.029370453562049814,0.006999999999999999,-0.022370453562049815,0.011522527036837704,-1.9414537705601485,false,0.2457168931019984,0.19585592796398194,-0.049860965138016466,0.022,0.9546516979159886,589.9291818794849,0.7053333333333334,0.9146666666666666
4,38,992481407852627495,1.297994959599552,1.363,0.06500504040044808,0.07998608550827768,0.8127043596066564,false,3.5791886686309136,3.621872936468236,0.04268426783732249,-0.1259999999999999,0.7876369946055197,253.25542039762223,0.7286666666666667,0.9133333333333333
