distribution,distribution_params,L,log_L,log_log_L,observations,environments,walks_per_environment_min,walks_per_environment_max,mean_winding,annealed_variance,annealed_variance_se,quenched_variance,quenched_variance_se,environment_mean_variance,mean_exit_x_over_L,mean_exit_y_over_L,mean_raw_walk_length,mean_loop_erased_path_length,mean_runtime
pareto,"{""alpha"":2.0}",4096,8.317766166719343,2.118393729206336,500,100,5,5,0.146,6.485655310621243,0.4195045234790195,6.443,0.44486805443702726,1.3316000000000001,0.04505029296875,0.02896484375,2.0840964806e7,43358.718,6.913074010338001
pareto,"{""alpha"":3.0}",32,3.4657359027997265,1.242924991852436,2000,200,10,10,-0.0385,2.6113234117058526,0.08196454306808244,2.5642777777777774,0.08264205660449966,0.30368618090452265,0.00059375,0.024203125,1240.9545,97.8725,0.005761921965400688
pareto,"{""alpha"":3.0}",64,4.1588830833596715,1.4252465486463906,2000,200,10,10,0.025,3.064907453726866,0.10142324942571339,3.043,0.10535395570941708,0.3263065326633165,-0.0095625,-0.0063515625,4818.8265,231.3895,0.02305621861835243
pareto,"{""alpha"":3.0}",128,4.852030263919617,1.5793972284736488,2000,200,10,10,0.0815,3.710713106553279,0.1191980245467676,3.7249444444444446,0.12073825006793967,0.3581987437185929,0.039234375,-0.02269140625,19604.5885,549.8905,0.09419498450803804
pareto,"{""alpha"":3.0}",256,5.545177444479562,1.7129286210981716,2000,200,10,10,-0.0485,4.0511733366683345,0.12690306542524746,3.9677222222222226,0.1321571892088897,0.4806007537688442,0.0226015625,-0.00494140625,79469.612,1325.765,0.3905248866765178
pareto,"{""alpha"":3.0}",512,6.238324625039508,1.830711656754555,2000,200,10,10,-0.026,4.765706853426713,0.13847100418075223,4.670333333333334,0.14682723284521063,0.5628381909547737,-0.006283203125,-0.00907421875,318764.667,3155.498,2.1089994033946424
pareto,"{""alpha"":3.0}",1024,6.931471805599453,1.9360721724123813,2000,200,10,10,0.097,5.459320660330168,0.18445155300385466,5.253000000000003,0.18984730265389105,0.7325537688442212,0.01755078125,-0.0084453125,1.263284449e6,7495.989,11.350033977923566
pareto,"{""alpha"":3.0}",2048,7.6246189861593985,2.0313823522167063,500,100,5,5,-0.022,6.526569138276551,0.41051259357880454,6.1979999999999995,0.4436191377679049,1.5708242424242422,0.0166943359375,0.0366767578125,4.93154464e6,17864.112,1.782630475608
pareto,"{""alpha"":3.0}",4096,8.317766166719343,2.118393729206336,500,100,5,5,0.138,6.447851703406812,0.43736531344731655,6.204,0.4887645112676937,1.4866222222222223,0.0171767578125,0.01553759765625,1.9403935698e7,42096.486,6.762476337156
triangular,"{""a"":0.8}",32,3.4657359027997265,1.242924991852436,2000,200,10,10,0.0005,2.610805152576289,0.08685661270414162,2.581611111111111,0.09038085546895402,0.2874871859296482,0.008421875,-0.03915625,1229.1385,97.6005,0.0069083572712843305
triangular,"{""a"":0.8}",64,4.1588830833596715,1.4252465486463906,2000,200,10,10,0.0235,3.2155555277638816,0.10859857392617789,3.1365,0.11000426866551825,0.39306306532663315,0.0087109375,-0.04534375,5014.4745,233.3165,0.027983018012018874
triangular,"{""a"":0.8}",128,4.852030263919617,1.5793972284736488,2000,200,10,10,-0.036,3.8956518259129616,0.12692935852677356,3.835444444444444,0.12769463927980804,0.444024120603015,-0.0118046875,0.00498046875,19202.1535,553.0855,0.10600828772271052
triangular,"{""a"":0.8}",256,5.545177444479562,1.7129286210981716,2000,200,10,10,-0.014,4.244926463231615,0.13952052854918562,4.164555555555555,0.15068335748504774,0.4971899497487437,-0.00169140625,-0.014806640625,79593.8775,1331.8555,0.47226407614332855
triangular,"{""a"":0.8}",512,6.238324625039508,1.830711656754555,2000,200,10,10,-0.027,4.401471735867933,0.13995651354064434,4.333444444444444,0.14107703440260388,0.5016793969849246,0.0110166015625,-6.640625e-5,313240.1465,3116.2425,2.0008206162502757
triangular,"{""a"":0.8}",1024,6.931471805599453,1.9360721724123813,2000,200,10,10,-0.0225,5.615801650825412,0.18135535897385424,5.622055555555557,0.19376455239542092,0.5559233668341709,-0.02722998046875,-0.01122216796875,1.229377703e6,7477.903,10.580445382824749
